Array;Mask;Score;Generacion[1, 3, 2, 3, 3, 3, 1, 1];?l?d?u?d?d?d?l?l;-0.0;1
[1, 4, 2, 1, 2, 1, 2, 4];?l?s?u?l?u?l?u?s;-0.0;1
[4, 3, 3, 2, 2, 2, 2, 1];?s?d?d?u?u?u?u?l;-0.0;1
[2, 2, 1, 1, 2, 3, 0, 3];?u?u?l?l?u?d;-3.0;1
[4, 1, 3, 2, 1, 2, 1, 2];?s?l?d?u?l?u?l?u;-0.0;1
[3, 1, 4, 2, 2, 3, 3, 3];?d?l?s?u?u?d?d?d;-0.0;1
[4, 1, 2, 1, 3, 1, 1, 3];?s?l?u?l?d?l?l?d;-0.0;1
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;1
[2, 3, 3, 3, 4, 4, 1, 2];?u?d?d?d?s?s?l?u;-0.0;1
[3, 2, 3, 1, 3, 4, 1, 4];?d?u?d?l?d?s?l?s;-0.0;1
[2, 2, 3, 1, 3, 4, 1, 4];?u?u?d?l?d?s?l?s;-0.0;2
[3, 2, 2, 3, 0, 3, 3, 4];?d?u?u?d;-0.2;2
[1, 3, 3, 3, 4, 4, 1, 2];?l?d?d?d?s?s?l?u;-0.0;2
[2, 3, 2, 1, 2, 1, 2, 4];?u?d?u?l?u?l?u?s;-0.0;2
[1, 3, 3, 2, 2, 2, 2, 1];?l?d?d?u?u?u?u?l;-0.25;2
[4, 2, 4, 1, 2, 3, 0, 3];?s?u?s?l?u?d;-0.0;2
[4, 1, 2, 1, 4, 3, 3, 3];?s?l?u?l?s?d?d?d;-0.058823529411764705;2
[1, 1, 4, 2, 2, 1, 1, 3];?l?l?s?u?u?l?l?d;-0.0;2
[2, 2, 2, 1, 2, 3, 0, 3];?u?u?u?l?u?d;-2.0;2
[4, 4, 3, 2, 1, 2, 1, 2];?s?s?d?u?l?u?l?u;-0.0;2
[4, 3, 2, 3, 3, 3, 1, 1];?s?d?u?d?d?d?l?l;-0.0;3
[1, 1, 2, 1, 4, 3, 3, 3];?l?l?u?l?s?d?d?d;-0.0;3
[2, 2, 2, 3, 0, 2, 2, 1];?u?u?u?d;-4.666666666666667;3
[1, 3, 3, 2, 2, 2, 3, 4];?l?d?d?u?u?u?d?s;-0.0;3
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;3
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;3
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;3
[2, 2, 2, 1, 3, 2, 3, 4];?u?u?u?l?d?u?d?s;-0.0;3
[2, 2, 3, 1, 2, 4, 2, 1];?u?u?d?l?u?s?u?l;-0.0;3
[1, 3, 3, 2, 2, 3, 0, 3];?l?d?d?u?u?d;-0.3333333333333333;3
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;4
[2, 2, 2, 4, 0, 2, 3, 4];?u?u?u?s;-0.16666666666666666;4
[2, 2, 1, 1, 2, 3, 0, 3];?u?u?l?l?u?d;-3.0;4
[2, 2, 1, 1, 0, 2, 3, 4];?u?u?l?l;-1.0;4
[2, 2, 2, 3, 0, 4, 3, 4];?u?u?u?d;-4.666666666666667;4
[2, 0, 2, 3, 0, 2, 3, 4];?u;-0.0;4
[2, 2, 1, 1, 2, 3, 0, 3];?u?u?l?l?u?d;-3.0;4
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;4
[1, 3, 3, 4, 3, 3, 0, 3];?l?d?d?s?d?d;-0.2;4
[2, 2, 1, 1, 2, 1, 0, 3];?u?u?l?l?u?l;-4.0;4
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;5
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;5
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;5
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;5
[2, 2, 4, 3, 2, 2, 2, 1];?u?u?s?d?u?u?u?l;-0.0;5
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;5
[2, 2, 2, 3, 0, 2, 2, 1];?u?u?u?d;-4.666666666666667;5
[2, 2, 1, 3, 0, 4, 3, 4];?u?u?l?d;-0.4;5
[2, 2, 1, 1, 2, 2, 3, 4];?u?u?l?l?u?u?d?s;-0.0;5
[2, 2, 2, 3, 0, 1, 0, 3];?u?u?u?d;-4.666666666666667;5
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;6
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;6
[2, 1, 2, 2, 0, 2, 3, 4];?u?l?u?u;-2.6666666666666665;6
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;6
[2, 2, 2, 3, 0, 0, 3, 4];?u?u?u?d;-4.666666666666667;6
[2, 2, 2, 1, 0, 2, 3, 4];?u?u?u?l;-1.6;6
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;6
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;6
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;6
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;6
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;7
[2, 2, 3, 3, 0, 3, 3, 4];?u?u?d?d;-2.3333333333333335;7
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;7
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;7
[2, 2, 3, 2, 0, 4, 3, 4];?u?u?d?u;-0.8333333333333334;7
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;7
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;7
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;7
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;7
[2, 2, 2, 3, 0, 0, 3, 4];?u?u?u?d;-4.666666666666667;7
[2, 2, 2, 2, 3, 2, 3, 4];?u?u?u?u?d?u?d?s;-0.0;8
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;8
[2, 2, 2, 2, 1, 2, 3, 4];?u?u?u?u?l?u?d?s;-0.0;8
[2, 2, 3, 4, 0, 2, 3, 4];?u?u?d?s;-0.0;8
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;8
[2, 2, 4, 2, 0, 2, 3, 4];?u?u?s?u;-0.0;8
[1, 2, 2, 2, 0, 2, 3, 4];?l?u?u?u;-2.1666666666666665;8
[2, 2, 2, 2, 0, 3, 3, 4];?u?u?u?u;-163.6;8
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;8
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;8
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;9
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;9
[1, 2, 2, 2, 0, 2, 3, 4];?l?u?u?u;-2.1666666666666665;9
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;9
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;9
[2, 1, 2, 2, 1, 2, 3, 4];?u?l?u?u?l?u?d?s;-0.0;9
[1, 2, 2, 2, 0, 2, 3, 4];?l?u?u?u;-2.1666666666666665;9
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;9
[2, 2, 1, 2, 0, 4, 3, 4];?u?u?l?u;-0.6;9
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;9
[2, 2, 2, 0, 0, 2, 3, 4];?u?u?u;-0.0;10
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;10
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;10
[2, 2, 4, 2, 0, 2, 3, 4];?u?u?s?u;-0.0;10
[2, 1, 2, 2, 0, 2, 3, 4];?u?l?u?u;-2.6666666666666665;10
[2, 2, 2, 3, 0, 2, 2, 4];?u?u?u?d;-4.666666666666667;10
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;10
[2, 3, 2, 2, 0, 2, 3, 4];?u?d?u?u;-0.3333333333333333;10
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;10
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;10
[2, 2, 2, 2, 4, 2, 3, 4];?u?u?u?u?s?u?d?s;-0.0;11
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;11
[2, 2, 2, 4, 0, 2, 3, 4];?u?u?u?s;-0.16666666666666666;11
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;11
[2, 2, 2, 2, 0, 2, 4, 4];?u?u?u?u;-163.6;11
[2, 2, 2, 2, 0, 3, 3, 4];?u?u?u?u;-163.6;11
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;11
[2, 2, 2, 2, 2, 2, 2, 4];?u?u?u?u?u?u?u?s;-0.02702702702702703;11
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;11
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;11
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;12
[2, 0, 4, 2, 0, 2, 3, 4];?u;-0.0;12
[3, 2, 2, 2, 0, 2, 3, 4];?d?u?u?u;-0.2;12
[0, 2, 2, 2, 0, 2, 3, 4];;-0.0;12
[2, 2, 2, 2, 0, 2, 1, 4];?u?u?u?u;-163.6;12
[2, 0, 2, 2, 0, 2, 3, 4];?u;-0.0;12
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;12
[2, 2, 4, 2, 0, 2, 3, 4];?u?u?s?u;-0.0;12
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;12
[2, 2, 2, 2, 1, 2, 3, 4];?u?u?u?u?l?u?d?s;-0.0;12
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;13
[2, 2, 2, 3, 0, 4, 3, 4];?u?u?u?d;-4.666666666666667;13
[2, 2, 2, 2, 0, 0, 3, 4];?u?u?u?u;-163.6;13
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;13
[2, 2, 2, 2, 4, 2, 4, 4];?u?u?u?u?s?u?s?s;-0.0;13
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;13
[2, 2, 2, 2, 0, 4, 3, 4];?u?u?u?u;-163.6;13
[2, 2, 2, 2, 0, 0, 3, 4];?u?u?u?u;-163.6;13
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;13
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;13
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;14
[2, 2, 2, 3, 0, 2, 3, 4];?u?u?u?d;-4.666666666666667;15
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;15
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;15
[2, 1, 2, 2, 0, 2, 3, 4];?u?l?u?u;-2.6666666666666665;15
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;15
[2, 2, 2, 2, 1, 2, 3, 4];?u?u?u?u?l?u?d?s;-0.0;15
[2, 2, 2, 2, 2, 2, 3, 4];?u?u?u?u?u?u?d?s;-0.0625;15
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;15
[2, 2, 2, 1, 0, 2, 3, 4];?u?u?u?l;-1.6;15
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;15
[4, 2, 3, 2, 0, 2, 0, 4];?s?u?d?u;-0.0;16
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;16
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;16
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;16
[2, 2, 2, 2, 0, 2, 0, 4];?u?u?u?u;-163.6;16
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;16
[2, 2, 2, 2, 2, 2, 3, 4];?u?u?u?u?u?u?d?s;-0.0625;16
[3, 2, 2, 2, 0, 2, 3, 4];?d?u?u?u;-0.2;16
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;16
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;16
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;17
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;17
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;17
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;17
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;17
[2, 2, 2, 4, 0, 2, 3, 4];?u?u?u?s;-0.16666666666666666;17
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;17
[2, 2, 3, 2, 0, 2, 3, 4];?u?u?d?u;-0.8333333333333334;17
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;17
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;17
[2, 2, 2, 0, 0, 2, 3, 4];?u?u?u;-0.0;18
[1, 2, 4, 3, 0, 2, 3, 4];?l?u?s?d;-0.0;18
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;18
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;18
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;18
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;18
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;18
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;18
[2, 2, 2, 2, 0, 2, 4, 4];?u?u?u?u;-163.6;18
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;18
[2, 2, 2, 2, 4, 2, 3, 4];?u?u?u?u?s?u?d?s;-0.0;19
[2, 2, 2, 1, 0, 2, 3, 4];?u?u?u?l;-1.6;19
[2, 2, 2, 4, 0, 2, 3, 4];?u?u?u?s;-0.16666666666666666;19
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;19
[2, 2, 2, 1, 0, 2, 3, 4];?u?u?u?l;-1.6;19
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;19
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;19
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;19
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;19
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;19
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;20
[2, 4, 2, 0, 0, 2, 2, 4];?u?s?u;-0.0;20
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;20
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;20
[2, 2, 4, 2, 0, 2, 3, 4];?u?u?s?u;-0.0;20
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;20
[2, 2, 4, 2, 0, 2, 3, 4];?u?u?s?u;-0.0;20
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;20
[2, 2, 2, 2, 3, 2, 3, 4];?u?u?u?u?d?u?d?s;-0.0;20
[2, 2, 2, 1, 0, 2, 2, 4];?u?u?u?l;-1.6;20
[2, 2, 3, 2, 0, 2, 3, 4];?u?u?d?u;-0.8333333333333334;21
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;21
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;21
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;21
[2, 2, 3, 2, 0, 2, 1, 4];?u?u?d?u;-0.8333333333333334;21
[1, 2, 2, 2, 0, 1, 3, 4];?l?u?u?u;-2.1666666666666665;21
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;21
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;21
[2, 2, 4, 2, 0, 2, 3, 4];?u?u?s?u;-0.0;21
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;21
[2, 2, 2, 2, 0, 2, 1, 4];?u?u?u?u;-163.6;22
[1, 2, 0, 0, 0, 2, 3, 4];?l?u;-0.0;22
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;22
[1, 2, 2, 2, 0, 2, 0, 4];?l?u?u?u;-2.1666666666666665;22
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;22
[2, 2, 2, 4, 4, 2, 3, 4];?u?u?u?s?s?u?d?s;-0.0;22
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;22
[1, 2, 2, 2, 0, 2, 2, 4];?l?u?u?u;-2.1666666666666665;22
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;22
[2, 3, 2, 2, 0, 2, 3, 4];?u?d?u?u;-0.3333333333333333;22
[4, 2, 2, 2, 0, 2, 3, 4];?s?u?u?u;-0.4;23
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;23
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;23
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;23
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;23
[4, 2, 3, 2, 0, 2, 3, 4];?s?u?d?u;-0.0;23
[2, 2, 2, 2, 0, 2, 1, 4];?u?u?u?u;-163.6;23
[2, 1, 2, 2, 0, 2, 3, 4];?u?l?u?u;-2.6666666666666665;23
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;23
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;23
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;24
[3, 1, 2, 2, 0, 2, 3, 4];?d?l?u?u;-0.4;24
[2, 2, 2, 3, 0, 2, 2, 4];?u?u?u?d;-4.666666666666667;24
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;24
[2, 2, 2, 4, 0, 2, 3, 4];?u?u?u?s;-0.16666666666666666;24
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;24
[2, 2, 2, 2, 0, 1, 3, 4];?u?u?u?u;-163.6;24
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;24
[3, 2, 2, 2, 0, 2, 3, 4];?d?u?u?u;-0.2;24
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;24
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;25
[2, 0, 2, 2, 2, 2, 2, 4];?u;-0.0;25
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;25
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;25
[2, 2, 2, 2, 2, 2, 3, 4];?u?u?u?u?u?u?d?s;-0.0625;25
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;25
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;25
[2, 2, 2, 2, 3, 2, 3, 4];?u?u?u?u?d?u?d?s;-0.0;25
[2, 0, 2, 2, 0, 2, 0, 4];?u;-0.0;25
[2, 2, 1, 2, 0, 2, 2, 4];?u?u?l?u;-0.6;25
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;26
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;26
[2, 2, 2, 0, 0, 2, 3, 4];?u?u?u;-0.0;26
[2, 3, 2, 2, 0, 2, 3, 4];?u?d?u?u;-0.3333333333333333;26
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;26
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;26
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;26
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;26
[2, 2, 2, 2, 2, 2, 2, 4];?u?u?u?u?u?u?u?s;-0.02702702702702703;26
[2, 2, 2, 0, 0, 2, 3, 4];?u?u?u;-0.0;26
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;27
[2, 2, 2, 2, 0, 1, 3, 4];?u?u?u?u;-163.6;27
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;27
[2, 2, 2, 1, 0, 2, 3, 4];?u?u?u?l;-1.6;27
[2, 2, 3, 2, 0, 2, 3, 4];?u?u?d?u;-0.8333333333333334;27
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;27
[2, 2, 0, 2, 0, 2, 3, 4];?u?u;-0.0;27
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;27
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;27
[2, 2, 2, 2, 0, 2, 4, 4];?u?u?u?u;-163.6;27
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;28
[2, 2, 2, 2, 0, 0, 3, 4];?u?u?u?u;-163.6;28
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;28
[2, 3, 2, 2, 0, 2, 3, 4];?u?d?u?u;-0.3333333333333333;28
[2, 2, 2, 2, 1, 4, 3, 4];?u?u?u?u?l?s?d?s;-0.0;28
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;28
[2, 2, 2, 4, 0, 2, 3, 4];?u?u?u?s;-0.16666666666666666;28
[2, 2, 2, 2, 3, 2, 3, 4];?u?u?u?u?d?u?d?s;-0.0;28
[2, 2, 2, 2, 2, 2, 3, 4];?u?u?u?u?u?u?d?s;-0.0625;28
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;28
[2, 2, 2, 2, 0, 4, 3, 4];?u?u?u?u;-163.6;29
[2, 4, 2, 2, 0, 2, 3, 4];?u?s?u?u;-0.0;29
[2, 1, 2, 2, 0, 2, 3, 4];?u?l?u?u;-2.6666666666666665;29
[2, 0, 2, 2, 0, 2, 3, 4];?u;-0.0;29
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;29
[2, 2, 2, 2, 0, 2, 2, 4];?u?u?u?u;-163.6;29
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;29
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;29
[2, 4, 2, 2, 0, 2, 3, 4];?u?s?u?u;-0.0;29
[2, 0, 3, 2, 0, 2, 3, 4];?u;-0.0;29
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;30
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;30
[2, 2, 0, 2, 0, 2, 3, 4];?u?u;-0.0;30
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;30
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;30
[2, 4, 2, 2, 0, 2, 3, 4];?u?s?u?u;-0.0;30
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;30
[2, 2, 2, 2, 0, 0, 3, 4];?u?u?u?u;-163.6;30
[2, 2, 2, 2, 0, 2, 3, 4];?u?u?u?u;-163.6;30
[2, 2, 2, 1, 0, 2, 3, 4];?u?u?u?l;-1.6;30
